District,Constituency,Constituency Category,Candidate,Gender,Candidate Category,Age,Party,Votes,Position
BIJAPUR ,Muddebihal,GEN,MALAKENDRAGOUDA BASANAGOUDA PATIL,M,GEN,38,BJP,9761,5
BIJAPUR ,Muddebihal,GEN,NINGAPPAGOUDA SIDDAPAGOUDA BAPPARAGI,M,GEN,45,BSRCP,9136,6
BIJAPUR ,Muddebihal,GEN,MAHIBOOB SHAMSUDDIN HALLI,M,GEN,32,IND,2875,7
BIJAPUR ,Muddebihal,GEN,HANAMANTHRAY NINGAPPA BIRADAR,M,GEN,40,IND,1869,8
BIJAPUR ,Muddebihal,GEN,KORI SHIVASANGAPPA RAMAPPA ,M,GEN,66,IND,941,9
BIJAPUR ,Muddebihal,GEN,YALLAPPA MARIYAPPA HADIMANI,M,SC,36,IND,838,10
BIJAPUR ,Muddebihal,GEN,RAVI GURULINGAPPA SAJJAN,M,GEN,30,BSP,541,11
BIJAPUR ,Muddebihal,GEN,PARUSHURAM ISHWARAPPA MURAL,M,SC,44,IND,387,12
BIJAPUR ,Devar Hippargi,GEN,AMINAPPAGOUDA SANGANAGOUDA PATIL,M,GEN,44,INC,36231,1
BIJAPUR ,Devar Hippargi,GEN,SOMANAGOUDA. B. PATIL (SASANUR),M,GEN,48,BJP,28135,2
BIJAPUR ,Devar Hippargi,GEN,BHIMANAGOUDA (RAJUGOUDA) .B. PATIL,M,GEN,41,KJP,24707,3
BIJAPUR ,Devar Hippargi,GEN,SURESHAGOUDA MUDIGOUDAPPAGOUDA PATIL,M,GEN,38,IND,12421,4
BIJAPUR ,Devar Hippargi,GEN,RESHMAKOUSAR KHAJABANDENAWAJ PADEKANUR,F,GEN,29,JD(S),8118,5
BIJAPUR ,Devar Hippargi,GEN,YASHAVANT MALAPPA PUJARI,M,GEN,46,BSP,1069,6
BIJAPUR ,Devar Hippargi,GEN,SHASHIDHAR BASANNA,M,GEN,35,IND,968,7
BIJAPUR ,Devar Hippargi,GEN,IRFANULLAH HAFIZULLA MUNASI,M,GEN,40,WPOI,895,8
BIJAPUR ,Devar Hippargi,GEN,KANTAPPA (KANTU) SHANKREPPA INCHAGERI,M,GEN,32,IND,637,9
BIJAPUR ,Devar Hippargi,GEN,A SREENIVASA REDDY,M,GEN,56,BSRCP,622,10
BIJAPUR ,Devar Hippargi,GEN,DHANASING SUBHASH LAMANI,M,SC,35,JD(U),550,11
BIJAPUR ,Devar Hippargi,GEN,SAJJAN MALLESHAPPA ISHVARAPPA,M,GEN,51,IND,545,12
BIJAPUR ,Devar Hippargi,GEN,LALASAB RAJESAB KUNTOJI,M,GEN,37,IND,347,13
BIJAPUR ,Basavana Bagevadi,GEN,SHIVANAND S PATIL,M,GEN,53,INC,56329,1
BIJAPUR ,Basavana Bagevadi,GEN,BELLUBBI SANGAPPA KALLAPPA,M,GEN,59,BJP,36653,2
BIJAPUR ,Basavana Bagevadi,GEN,SOMANAGOUDA (APPUGOUDA) B. PATIL,M,GEN,52,JD(S),18136,3
BIJAPUR ,Basavana Bagevadi,GEN,DESAI SANGRAJ ANNASAHEB,M,GEN,38,KJP,9834,4
BIJAPUR ,Basavana Bagevadi,GEN,SIDDAPPA B.GANJI,M,SC,60,IND,1259,5
BIJAPUR ,Basavana Bagevadi,GEN,KATTI MARIYAPPA CHANDRAMAPPA,M,SC,75,BSP,1079,6
BIJAPUR ,Basavana Bagevadi,GEN,GOPAL SHIVAPPA DHANASHETTY,M,GEN,57,BSRCP,1035,7
BIJAPUR ,Basavana Bagevadi,GEN,NAZIR DUNDASI,M,GEN,36,WPOI,574,8
BIJAPUR ,Basavana Bagevadi,GEN,LAXIMBAI SHIVAPPA G PATIL,F,GEN,53,IND,540,9
BIJAPUR ,Basavana Bagevadi,GEN,VEERANAGOUDA MALLAPPA PARANNAVAR,M,GEN,51,IND,513,10
BIJAPUR ,Basavana Bagevadi,GEN,GURUSIDDAYYA M SARUR,M,GEN,32,IND,337,11
BIJAPUR ,Basavana Bagevadi,GEN,ASHOK LAMANI,M,SC,29,IND,277,12
BIJAPUR ,Basavana Bagevadi,GEN,IRANNA CHANABASAPPA NIDAGUNDI,M,GEN,48,IND,253,13
BIJAPUR ,Babaleshwar,GEN,M.B.PATIL,M,GEN,49,INC,62061,1
BIJAPUR ,Babaleshwar,GEN,PATIL  VIJUGOUDA,M,GEN,50,JD(S),57706,2
BIJAPUR ,Babaleshwar,GEN,M.S.RUDRAGOUDARA,M,GEN,65,BJP,4067,3
BIJAPUR ,Babaleshwar,GEN,BASAPPA. S. HONAWAD,M,GEN,27,KJP,2646,4
BIJAPUR ,Babaleshwar,GEN,SHASAPPA BHIMARAY HANCHANAL,M,GEN,48,IND,2215,5
BIJAPUR ,Babaleshwar,GEN,KAMANNA GANGANALLI,M,GEN,33,BSP,1042,6
BIJAPUR ,Babaleshwar,GEN,SADASHIVAPPA YAMANAPPA HADIMANI,M,SC,43,IND,924,7
BIJAPUR ,Babaleshwar,GEN,SANGAPPA GURAPPA INDI,M,GEN,68,IND,751,8
BIJAPUR ,Babaleshwar,GEN,USMAN BASHA MOULAKASAHEB KURI,M,GEN,31,IND,533,9
BIJAPUR ,Babaleshwar,GEN,MEHABOOB. H. MALABHODI,M,GEN,40,IND,532,10
BIJAPUR ,Babaleshwar,GEN,ARUNAKUMAR. H. JAINAPUR,M,GEN,42,IND,432,11
BIJAPUR ,Babaleshwar,GEN,SHAKIL  MANIYAR,M,GEN,50,BSRCP,342,12
BIJAPUR ,Babaleshwar,GEN,GOUSAPEERA ABBASALI JAMADAR,M,GEN,58,IND,308,13
BIJAPUR ,Babaleshwar,GEN,SATTIGER BASAYYA MALLAYYA,M,GEN,47,JD(U),297,14
BIJAPUR ,Babaleshwar,GEN,AKKI HUGGI PADMANNA HUCHAPPA,M,GEN,25,IND,290,15
BIJAPUR ,Babaleshwar,GEN,GUDADAPPA SHIVAPPA JALAMATTI,M,GEN,53,IND,202,16
BIJAPUR ,Bijapur City,GEN,MAKBUL S BAGAWAN,M,GEN,44,INC,48615,1
BIJAPUR ,Bijapur City,GEN,BASANAGOUDA R PATIL (YATNAL),M,GEN,50,JD(S),39235,2
BIJAPUR ,Bijapur City,GEN,APPASAHEB (APPU) MALLAPPA PATTANASHETTI,M,GEN,44,BJP,26235,3
BIJAPUR ,Bijapur City,GEN,KARIBASAVARAJ BASAVARAJ NAGUR (BABU),M,GEN,52,KJP,1054,4
BIJAPUR ,Bijapur City,GEN,RAJESH @ RAVI  Y  VALLYAPUR,M,SC,40,IND,595,5
BIJAPUR ,Bijapur City,GEN,BHAVI VISHWANATH SATALINGAPPA,M,GEN,65,IND,586,6
BIJAPUR ,Bijapur City,GEN,ATTAUR REHAMAN AJIJUL REHAMAN JAHAGIRDAR,M,GEN,54,IUML,556,7
BIJAPUR ,Bijapur City,GEN,PREMANAND HUSANAPPA MASHYAL,M,SC,29,IND,392,8
BIJAPUR ,Bijapur City,GEN,AINAPUR VASUNDARA MANOHAR,F,GEN,57,IND,357,9
BIJAPUR ,Bijapur City,GEN,MAHAMMADRAFIQ RAJESAB GURIKAR,M,GEN,42,SDPI,325,10
BIJAPUR ,Bijapur City,GEN,ABBIVAKAS ABDURAJAK PEERJADE,M,GEN,32,WPOI,314,11
BIJAPUR ,Bijapur City,GEN,NIRMALA SHRINIVAS ARAKERI,F,SC,37,IND,201,12
BIJAPUR ,Bijapur City,GEN,RAJASHEKHAR S PATIL,M,GEN,43,BSRCP,182,13
BIJAPUR ,Bijapur City,GEN,MALLIKARJUN H T,M,GEN,33,SUCI,167,14
BIJAPUR ,Bijapur City,GEN,KADECHUR KALLAPPA REVENASIDDAPPA,M,GEN,46,HJP,104,15
BIJAPUR ,Bijapur City,GEN,CHANDRU R  KALABURGI,M,GEN,41,IND,103,16
BIJAPUR ,Nagthan,SC,RAJU ALAGUR,M,SC,52,INC,45570,1
BIJAPUR ,Nagthan,SC,DEVANAND PHULSING CHAVAN,M,SC,43,JD(S),44903,2
BIJAPUR ,Nagthan,SC,KATAKDHONDA VITTHAL DHONDIBA,M,SC,57,KJP,24104,3
BIJAPUR ,Nagthan,SC,NAGENDRA DEVENDRAPPA MAYAVANSHI,M,SC,47,BJP,15627,4
BIJAPUR ,Nagthan,SC,KATAKDHOND DEEPAK GANGARAM,M,SC,26,IND,1521,5
BIJAPUR ,Nagthan,SC,SANJEEV PUNDLIK MANE,M,SC,34,IND,1278,6
BIJAPUR ,Nagthan,SC,SUDHAKAR KANAMADI,M,SC,58,BSP,1260,7
BIJAPUR ,Nagthan,SC,NIRMALA SHRINIVAS ARAKERI,F,SC,37,IND,1212,8
BIJAPUR ,Nagthan,SC,PARIMALA MAHADEV KAMBALE,F,SC,32,IND,1141,9
BIJAPUR ,Nagthan,SC,JAGANNATH RAMCHANDRA KODATE,M,SC,47,HJP,643,10
BIJAPUR ,Nagthan,SC,RAHUL TIPPANNA BHASKAR,M,SC,31,IND,628,11
BIJAPUR ,Nagthan,SC,T.K. DASAR,M,SC,43,IND,527,12
BIJAPUR ,Nagthan,SC,BALAJI VADDAR (YATNAL),M,SC,28,JD(U),436,13
BIJAPUR ,Nagthan,SC,SHRIKANT DEVENDRAPPA ARAKERI,M,SC,44,IND,435,14
BIJAPUR ,Nagthan,SC,PREMANAND HUSANAPPA MASHYAL,M,SC,29,IND,379,15
BIJAPUR ,Nagthan,SC,MARAGANNA MALAPPA HUNNUR,M,SC,56,IND,360,16
BIJAPUR ,Indi,GEN,YASHAVANTARAYAGOUDA VITTALAGOUDA PATIL,M,GEN,45,INC,58562,1
BIJAPUR ,Indi,GEN,RAVIKANT SHANKREPPA PATIL,M,GEN,56,KJP,25260,2
BIJAPUR ,Indi,GEN,ANNAPPA  SHIVANINGAPPA KHAINUR,M,GEN,51,JD(S),23173,3
BIJAPUR ,Indi,GEN,SHRISHAILAGOUDA  SHANKREPPA BIRADAR,M,GEN,38,BJP,15784,4
BIJAPUR ,Indi,GEN,DR: BAGALI SARVABHOUMA SATAGOUD,M,GEN,67,IND,7414,5
BIJAPUR ,Indi,GEN,SUBHASHACHANDRA SUNAGAR,M,GEN,44,IND,1264,6
BIJAPUR ,Indi,GEN,MANJUNATH SHRISHAIL VANDAL,M,GEN,31,BSRCP,1149,7
BIJAPUR ,Indi,GEN,TONTAPUR  DHARMANNA SHIVAYOGAPPA,M,GEN,62,BSP,1087,8
BIJAPUR ,Indi,GEN,AZRODDIN HAYACHAND JAHAGIRADAR,M,GEN,28,BDBRAJP,912,9
BIJAPUR ,Indi,GEN,GOLLALALINGANAGOUDA PEERAPPAGOUDA JOTAGOND,M,GEN,31,IND,849,10
BIJAPUR ,Indi,GEN,ARAVIND RUKMABAI KALAKERI,M,GEN,39,IND,805,11
BIJAPUR ,Indi,GEN,COMMANDER BHEERAPPA BHEEMAPPA KHILARI,M,GEN,58,IND,712,12
BIJAPUR ,Indi,GEN,TULAJAPPA HANAMANT BYALI,M,GEN,32,IND,708,13
BIJAPUR ,Indi,GEN,SHASHIKUMAR SOMASHEKHAR MALABAGI,M,GEN,25,IND,651,14
BIJAPUR ,Indi,GEN,MASALI KAMALAKAR SHARANABASAPPA,M,GEN,43,JD(U),445,15
BIJAPUR ,Sindgi,GEN,BHUSANUR RAMESH BALAPPA,M,GEN,54,BJP,37834,1
BIJAPUR ,Sindgi,GEN,MANAGULI MALLAPPA CHANNAVEERAPPA,M,GEN,77,JD(S),37082,2
BIJAPUR ,Sindgi,GEN,SUNAGAR SHARANAPPA TIPPANNA,M,GEN,54,INC,27595,3
BIJAPUR ,Sindgi,GEN,PATIL GURANNAGOUDA GOUDAPPAGOUDA,M,GEN,52,KJP,10523,4
BIJAPUR ,Sindgi,GEN,RAFIQ   KANE,M,GEN,37,IND,6938,5
BIJAPUR ,Sindgi,GEN,SIDDARAMAPPA RUDRAPPA RANJUNAGI,M,GEN,55,IND,1540,6
BIJAPUR ,Sindgi,GEN,MAHANTESH  BHIMANNA   NAIKODI,M,GEN,30,IND,1308,7
BIJAPUR ,Sindgi,GEN,DEVAPPAGOUD GURALINGAPPAGOUD   PATIL (CHANDAKAVATE),M,GEN,60,JD(U),1199,8
BIJAPUR ,Sindgi,GEN,DR.DASTAGIR,M,GEN,33,BSP,1115,9
BIJAPUR ,Sindgi,GEN,SIDDANNA SHARANAPPA   ISHWARAPPAGOL,M,GEN,46,NCP,983,10
BIJAPUR ,Sindgi,GEN,VISHWAKARMA IRANNA MADIWALAPPA,M,GEN,53,IND,677,11
BIJAPUR ,Sindgi,GEN,RAJU   TALIKOTI,M,GEN,49,BSRCP,530,12
BIJAPUR ,Sindgi,GEN,CHINCHOLI SHIVAPPA CHANABASAPPA,M,GEN,36,IND,472,13
BIJAPUR ,Sindgi,GEN,ASHOK VEERABADRAPPA  GHOLLI,M,GEN,54,IND,298,14
BIJAPUR ,Sindgi,GEN,HARANAL SANTOSH SHIVAPPA,M,GEN,33,SP,261,15
GULBARGA,Afzalpur,GEN,MALIKAYYA VENKAYYA GUTTEDAR,M,GEN,57,INC,38093,1
GULBARGA,Afzalpur,GEN,M.Y.PATIL,M,GEN,72,KJP,32855,2
GULBARGA,Afzalpur,GEN,VITTHAL HEROOR,M,GEN,60,JD(S),22847,3
GULBARGA,Afzalpur,GEN,GOVIND VISHWANATH BHAT,M,GEN,36,SP,14643,4
GULBARGA,Afzalpur,GEN,DILIP R. PATIL,M,GEN,36,BJP,10347,5
GULBARGA,Afzalpur,GEN,MALLAPPA M. SOLAPUR,M,GEN,29,IND,1829,6
GULBARGA,Afzalpur,GEN,SHRISHAIL SIDRAMAPPA KALKERI,M,GEN,37,IND,1364,7
GULBARGA,Afzalpur,GEN,SOMSHEKHAR J. DESHMUKH,M,GEN,40,IND,1171,8
GULBARGA,Afzalpur,GEN,HUCHAPPA VATHAR GOUR,M,SC,40,BSP,1039,9
GULBARGA,Afzalpur,GEN,VIKRAM BHAT,M,GEN,27,IND,917,10
GULBARGA,Afzalpur,GEN,SIDRAMAPPA,M,GEN,36,IND,825,11
GULBARGA,Afzalpur,GEN,SHARANABASAPPA S. KALSHETTY,M,GEN,48,IND,780,12
GULBARGA,Afzalpur,GEN,M.S.PATIL,M,GEN,40,IND,682,13
GULBARGA,Afzalpur,GEN,CHANDRASHEKAR N. KARAJAGI,M,GEN,38,IND,631,14
GULBARGA,Afzalpur,GEN,BASHA PATEL HASARGUNDAGI,M,GEN,48,BSRCP,583,15
GULBARGA,Jevargi,GEN,AJAY DHARAM SINGH,M,GEN,39,INC,67038,1
GULBARGA,Jevargi,GEN,DODDAPPA GOUDA S. PATIL NARIBOLA,M,GEN,41,BJP,30338,2
GULBARGA,Jevargi,GEN,KEDARLINGAYA HIREMATH,M,GEN,55,JD(S),24920,3
GULBARGA,Jevargi,GEN,MALLIKARJUN DUNDAPPA GOUDA,M,GEN,77,KJP,11865,4
GULBARGA,Jevargi,GEN,BAILLAPPA M. NELOGI,M,GEN,57,BSRCP,3066,5
GULBARGA,Jevargi,GEN,LAXMIKANT RAMARAO KULKARNI,M,GEN,33,IND,1956,6
GULBARGA,Jevargi,GEN, MAHESHKUMAR RATHOD,M,SC,37,CPI,1638,7
GULBARGA,Jevargi,GEN,BHEEMAYYA SOMAYYA,M,SC,43,IND,938,8
GULBARGA,Jevargi,GEN,HUSSAIN PATEL IJERI,M,GEN,53,BSP,907,9
GULBARGA,Jevargi,GEN,DEVARAJ M. YEDIHALLI,M,GEN,38,IND,563,10
GULBARGA,Jevargi,GEN,KOUSARBEGAM MAKUBUL PATEL,F,GEN,48,IND,401,11
GULBARGA,Jevargi,GEN,AYYAPPA,M,GEN,41,IND,382,12
GULBARGA,Jevargi,GEN,KALLALING ESHWARAPPA HUGAR,M,GEN,50,IND,330,13
GULBARGA,Jevargi,GEN,AKTAR PARVEEN NADAGOUDA,F,GEN,44,SP,221,14
YADGIR,Shorapur,ST,RAJA VENKATAPPA NAYAK,M,ST,56,INC,65033,1
YADGIR,Shorapur,ST,NARASIMHANAYAK (RAJUGOUDA),M,ST,35,JD(S),60958,2
YADGIR,Shorapur,ST,SHIVARAJ MALLESHI,M,ST,57,KJP,8239,3
YADGIR,Shorapur,ST,RAMANAGOUDA BHIMARAYAGOUDA,M,ST,42,IND,3250,4
YADGIR,Shorapur,ST,MADANGOPAL NAYAK,M,ST,62,BJP,3249,5
YADGIR,Shorapur,ST,NANDKUMAR MALIPATIL,M,ST,47,BSRCP,2005,6
YADGIR,Shorapur,ST,PRABHULINGA SIDDAPUR J,M,ST,25,IND,993,7
YADGIR,Shorapur,ST,BASAVARAJ,M,ST,38,IND,985,8
YADGIR,Shorapur,ST,RAMALINGAPPA (RAMUNAYAK),M,ST,29,JD(U),771,9
YADGIR,Shorapur,ST,CHANDRASHEKHAR NAYAK,M,ST,29,IND,724,10
YADGIR,Shahapur,GEN,GURU PATIL SHIRAVAL,M,GEN,43,KJP,54924,1
YADGIR,Shahapur,GEN,SHARANABASAPPAGOUDA DARSHANPUR,M,GEN,53,INC,49128,2
YADGIR,Shahapur,GEN,SHARANAPPA SALADAPUR,M,GEN,55,JD(S),12159,3
YADGIR,Shahapur,GEN,AMARANNA,M,GEN,49,IND,2225,4
YADGIR,Shahapur,GEN,BHIMAPPA,M,SC,32,IND,2128,5
YADGIR,Shahapur,GEN,SHANKARANNA G.VANIKYAL,M,GEN,60,BSRCP,1796,6
YADGIR,Shahapur,GEN,VEERANNAGOUDA,M,GEN,62,BJP,1484,7
YADGIR,Shahapur,GEN,MOHAMMED ANVAR PASHA,M,GEN,35,BSP,1138,8
YADGIR,Shahapur,GEN,APPASAHEB GOUDA,M,GEN,44,IND,1070,9
YADGIR,Shahapur,GEN,BASAVARAJ PADUKOTE,M,GEN,43,IND,1066,10
YADGIR,Yadgir,GEN,DR. MAALAKAREDDY,M,GEN,75,INC,40434,1
YADGIR,Yadgir,GEN,VEER BASWANT REDDY,M,GEN,61,KJP,31330,2
YADGIR,Yadgir,GEN,ABDUL NABI KADLOOR,M,GEN,63,JD(S),23977,3
YADGIR,Yadgir,GEN,MOULALI ANPUR,M,GEN,54,BSRCP,12721,4
YADGIR,Yadgir,GEN,CHANDRASHEKAR GOUDA MAGNOOR,M,GEN,38,BJP,3556,5
YADGIR,Yadgir,GEN,SIDDRAMAPPA,M,GEN,37,IND,3141,6
YADGIR,Yadgir,GEN,BASANNAGOUDA NAIKAL,M,GEN,33,IND,1758,7
YADGIR,Yadgir,GEN,ANANTH REDDY KANDALLI,M,GEN,28,IND,1103,8
YADGIR,Yadgir,GEN,JALANDHAR RAO,M,GEN,41,IND,932,9
YADGIR,Yadgir,GEN,BASAVARAJ,M,SC,43,BSP,826,10
YADGIR,Gurmitkal,GEN,BABURAO CHINCHANASOOR,M,GEN,62,INC,36051,1
YADGIR,Gurmitkal,GEN,NAGANA GOUDA KANDAKURA,M,GEN,67,JD(S),34401,2
YADGIR,Gurmitkal,GEN,VENKATAREDDY VISHWANATHREDDY MUDNAL,M,GEN,58,KJP,32362,3
YADGIR,Gurmitkal,GEN,GIRISH MATTENNAVAR,M,GEN,35,BJP,9795,4
YADGIR,Gurmitkal,GEN,SHAIK MEHABOOB,M,GEN,42,IND,4432,5
YADGIR,Gurmitkal,GEN,BABU CHAVHAN,M,SC,36,BSRCP,1860,6
YADGIR,Gurmitkal,GEN,SATHYANARAYANA YADAV,M,GEN,54,SP,1277,7
YADGIR,Gurmitkal,GEN,SHIVALINGAPPA KINNURA,M,GEN,71,BSP,1211,8
YADGIR,Gurmitkal,GEN,ANILKUMAR,M,GEN,31,IND,1120,9
YADGIR,Gurmitkal,GEN,SABANNA,M,GEN,36,IND,1087,10
YADGIR,Gurmitkal,GEN,KRISHNA BHIMARAO BADIGERA,M,GEN,38,IND,953,11
YADGIR,Gurmitkal,GEN,MALLIKARJUN M.KANTIMANI,M,GEN,42,IND,895,12
YADGIR,Gurmitkal,GEN,SHALINI LOUIS KORI,F,SC,37,IND,824,13
YADGIR,Gurmitkal,GEN,SANJIVKUMAR MADIVAL,M,GEN,33,KMP,804,14
YADGIR,Gurmitkal,GEN,CHANDRASHEKHAR T. DASANKERI,M,SC,27,IND,698,15
YADGIR,Gurmitkal,GEN,DR. DEVANAND KOLI,M,GEN,43,LJP,645,16
YADGIR,Gurmitkal,GEN,P.KANNAYYA,M,GEN,38,IND,615,17
GULBARGA,Chittapur,SC,PRIYANK M. KHARGE,M,SC,34,INC,69379,1
GULBARGA,Chittapur,SC,VALMIKI NAIK,M,SC,65,BJP,38188,2
GULBARGA,Chittapur,SC,GURUNATH,M,SC,65,KJP,9596,3
GULBARGA,Chittapur,SC,RAJU MUKKANNA WADI,M,SC,46,IND,1546,4
GULBARGA,Chittapur,SC,AYYAPPA RAMATEERTH,M,SC,34,BSP,1310,5
GULBARGA,Chittapur,SC,DHANALAXMI RATHOD,F,SC,48,WPOI,1103,6
GULBARGA,Chittapur,SC,MAHESH KASHI,M,SC,29,IND,982,7
GULBARGA,Chittapur,SC,TIPPANNA ODEYARAJ,M,SC,26,JD(S),955,8
GULBARGA,Chittapur,SC,RAMADEVI R MADGI,F,SC,34,IND,657,9
GULBARGA,Sedam,GEN,DR SHARANPRAKASH PATIL,M,GEN,46,INC,53546,1
GULBARGA,Sedam,GEN,RAJKUMAR PATIL,M,GEN,38,BJP,41651,2
GULBARGA,Sedam,GEN,MUKRAM KHAN,M,GEN,55,JD(S),27047,3
GULBARGA,Sedam,GEN,VAIJNATH PATIL,M,GEN,74,KJP,6148,4
GULBARGA,Sedam,GEN,VENKATESH MARUTI MENGAJI,M,GEN,48,IND,2034,5
GULBARGA,Sedam,GEN,SHIVSHARNAPPA MAILARI,M,SC,42,BSP,1589,6
GULBARGA,Sedam,GEN,MOHAMMED ALI (BABA SAHEB),M,GEN,41,IND,1141,7
GULBARGA,Sedam,GEN,MUKUND REDDY NAGAREDDY,M,GEN,37,IND,748,8
GULBARGA,Sedam,GEN,JAGANNATH REDDY NAGAREDDY GOTUR,M,GEN,46,IND,535,9
GULBARGA,Sedam,GEN,SHANKAR BANDI,M,GEN,32,JD(U),420,10
GULBARGA,Sedam,GEN, KANNAYYA MADANA DESHMUKH,M,GEN,57,BSRCP,412,11
GULBARGA,Sedam,GEN,AMRUTAPPA,M,GEN,58,SP,353,12
GULBARGA,Sedam,GEN,GUNDAPPA R. MUKRAMBI,M,GEN,51,IND,352,13
GULBARGA,Chincholi,SC,DR UMESH G JADAV,M,SC,54,INC,58599,1
GULBARGA,Chincholi,SC,SUNIL VALLYAPUR,M,SC,47,KJP,32539,2
GULBARGA,Chincholi,SC,RAMESH YAKAPUR,M,SC,58,BJP,12333,3
GULBARGA,Chincholi,SC,SUNIL MOTHILAL,M,SC,28,IND,3081,4
GULBARGA,Chincholi,SC,GOUTAM B BOMNALLI,M,SC,27,BSP,1374,5
GULBARGA,Chincholi,SC,SANDEEP CHAWAN,M,SC,26,IND,1288,6
GULBARGA,Chincholi,SC,MALLIKARJUN GAJRE,M,SC,48,JD(S),1218,7
GULBARGA,Chincholi,SC,VENKATESHWARAO KUPAVAT,M,SC,29,JD(U),678,8
GULBARGA,Chincholi,SC,DR. OMRAJ RATTOD,M,SC,35,IND,588,9
GULBARGA,Chincholi,SC,BASAVARAJ. M. WADI,M,SC,36,IND,529,10
GULBARGA,Chincholi,SC,GOPAL L RATTOD,M,SC,28,SP,448,11
GULBARGA,Chincholi,SC,VITHAL KERI AMBALGA,M,SC,61,BSRCP,308,12
GULBARGA,Gulbarga Rural,SC,G.RAMKRISHNA,M,SC,72,INC,40075,1
GULBARGA,Gulbarga Rural,SC,REVUNAYAK BELAMGI,M,SC,72,BJP,32866,2
GULBARGA,Gulbarga Rural,SC,BABURAO CHAUHAN,M,SC,57,KJP,26612,3
GULBARGA,Gulbarga Rural,SC,D.G.SAGAR,M,SC,56,JD(S),8612,4
GULBARGA,Gulbarga Rural,SC,AMBALGI MARUTI MANPADE,M,SC,56,CPM,4694,5
GULBARGA,Gulbarga Rural,SC,BABUHONNA NAIK,M,SC,59,BSRCP,2113,6
GULBARGA,Gulbarga Rural,SC,NIGANNA S. JAMBAGI,M,SC,27,SUCI,1673,7
GULBARGA,Gulbarga Rural,SC,AMBARAYA S.BELAMGI,M,SC,39,BSP,1584,8
GULBARGA,Gulbarga Rural,SC,SATISH BASAVARAJ SHINDE,M,SC,28,IND,1426,9
GULBARGA,Gulbarga Rural,SC,T.N.RATHOD,M,SC,72,IND,805,10
GULBARGA,Gulbarga Rural,SC,MASTAN C.DANDE,M,SC,39,RPI(A),693,11
GULBARGA,Gulbarga Rural,SC,LAXMAN KISHAN RATHOD,M,SC,38,BHPP,612,12
GULBARGA,Gulbarga Rural,SC,NAGENDRAPPA HANMANTH VADDAR NANDIKUR,M,SC,51,IND,589,13
GULBARGA,Gulbarga Rural,SC,SHIVASHARANPPA,M,SC,39,IND,556,14
GULBARGA,Gulbarga Rural,SC,GOPINATH GHANU,M,SC,63,IND,508,15
GULBARGA,Gulbarga Dakshin,GEN,DATTATRAYA C. PATIL REVOOR (APPU GOUDA),M,GEN,31,BJP,36850,1
GULBARGA,Gulbarga Dakshin,GEN,SHASHIL.G.NAMOSHI,M,GEN,57,JD(S),26880,2
GULBARGA,Gulbarga Dakshin,GEN,KAILASH VEERENDRA PATIL,M,GEN,62,INC,22074,3
GULBARGA,Gulbarga Dakshin,GEN,S.K.KANTA,M,GEN,73,KJP,22065,4
GULBARGA,Gulbarga Dakshin,GEN,VASUDEV RAO BHEEMRAO,M,SC,32,BSP,1444,5
GULBARGA,Gulbarga Dakshin,GEN,POOJARI DHARMAVEER S. PATTAN,M,GEN,52,IND,708,6
GULBARGA,Gulbarga Dakshin,GEN,DINAKAR RAO NARAYAN RAO KULKARNI,M,GEN,50,IND,591,7
GULBARGA,Gulbarga Dakshin,GEN,R.D.KATTIMANI,M,SC,60,SAJP,578,8
GULBARGA,Gulbarga Dakshin,GEN,GURUSHANT PATTEDAR,M,SC,59,IND,558,9
GULBARGA,Gulbarga Dakshin,GEN,VENKATESH DOREPALLI,M,GEN,43,IND,555,10
GULBARGA,Gulbarga Dakshin,GEN,MAHAMD JAKEER HUSEN (BADEBAHI),M,GEN,45,IND,534,11
GULBARGA,Gulbarga Dakshin,GEN,BASAVARAJ CHINCHOLLI,M,GEN,59,IND,463,12
GULBARGA,Gulbarga Dakshin,GEN,V. NAGAMMAL,F,GEN,48,SUCI,418,13
GULBARGA,Gulbarga Dakshin,GEN,ABDUL HAMEED QURESHI,M,GEN,31,IUML,379,14
GULBARGA,Gulbarga Dakshin,GEN,GURUDEVAPPA S. NARONI,M,GEN,36,IND,375,15
GULBARGA,Gulbarga Dakshin,GEN,ABDUL WAHAB KHAN,M,GEN,46,IND,351,16
GULBARGA,Gulbarga Dakshin,GEN,SYAD USMAN PASHA,M,GEN,42,IND,348,17
GULBARGA,Gulbarga Dakshin,GEN,VINOD KUMAR ANAVARKAR,M,SC,33,IND,297,18
GULBARGA,Gulbarga Dakshin,GEN,SHASHIKANTH R.DIKSHITH,M,GEN,51,IND,296,19
GULBARGA,Gulbarga Dakshin,GEN,SANDEEP. S. PATIL,M,GEN,31,IND,292,20
GULBARGA,Gulbarga Dakshin,GEN,HANMANTHRAYA.M.PUJARI,M,GEN,47,IND,278,21
GULBARGA,Gulbarga Dakshin,GEN,KARIKAL SANJEEV KUMAR,M,GEN,37,IND,233,22
GULBARGA,Gulbarga Dakshin,GEN,A. B. HOSMANI,M,SC,45,RPI(A),231,23
GULBARGA,Gulbarga Dakshin,GEN,BASHEER ALAM,M,GEN,56,INL,222,24
GULBARGA,Gulbarga Dakshin,GEN,PARVATI JAGANNATH CHAVAN,F,SC,39,NDEP,146,25
